ID,1,2,3,4,5,Model,Polarization
1747486,11,21,10,25,33,comete α=2 β=2,0.6499172367357395
1748146,11,21,22,43,3,comete α=2 β=2,0.4476048919067513
1752213,11,23,10,11,45,comete α=2 β=2,0.6727150355553975
1773779,11,34,13,14,28,comete α=2 β=2,0.7118117206239098
1794205,11,52,3,3,31,comete α=2 β=2,0.6670365646412169
1815310,12,2,58,25,3,comete α=2 β=2,0.2702579089349095
1871793,12,21,18,6,43,comete α=2 β=2,0.6832347517323925
1875161,12,22,48,11,7,comete α=2 β=2,0.32098528831725975
1877462,12,23,53,2,10,comete α=2 β=2,0.3128824724875895
1884411,12,27,10,44,7,comete α=2 β=2,0.5108145685180009
1932931,13,1,64,7,15,comete α=2 β=2,0.2987087882363243
1933075,13,1,71,11,4,comete α=2 β=2,0.19998259082338168
1938574,13,3,21,58,5,comete α=2 β=2,0.3352680511053324
1941702,13,4,14,21,48,comete α=2 β=2,0.5135315861697503
1978046,13,15,62,0,10,comete α=2 β=2,0.27060376815346526
1978632,13,16,7,37,27,comete α=2 β=2,0.5644949873216848
2003541,13,27,5,21,34,comete α=2 β=2,0.7279827609406402
2006692,13,28,37,22,0,comete α=2 β=2,0.40034486982056033
2009901,13,30,26,2,29,comete α=2 β=2,0.685375929600172
2020936,13,38,2,1,46,comete α=2 β=2,0.7752257487198191
2025126,13,41,15,14,17,comete α=2 β=2,0.5505254489653464
2025738,13,42,2,7,36,comete α=2 β=2,0.76008757892946
2048818,14,1,28,24,33,comete α=2 β=2,0.5840457846443956
2093858,14,15,42,19,10,comete α=2 β=2,0.4088050649670882
2095659,14,16,22,24,24,comete α=2 β=2,0.6344005027473689
2097804,14,17,14,55,0,comete α=2 β=2,0.42003973917324383
2167008,15,2,54,7,22,comete α=2 β=2,0.43647740607850266
2195407,15,11,42,32,0,comete α=2 β=2,0.3973750920041504
2208149,15,16,27,14,28,comete α=2 β=2,0.6737812340456956
2209617,15,17,8,12,48,comete α=2 β=2,0.6571501017407423
2228509,15,26,1,33,25,comete α=2 β=2,0.6632089764546171
2232249,15,28,4,7,46,comete α=2 β=2,0.7556780703557877
2239202,15,32,14,21,18,comete α=2 β=2,0.6376152068958704
2264637,15,65,10,7,3,comete α=2 β=2,0.180722412217682
2290704,16,7,8,37,32,comete α=2 β=2,0.5696271559132001
2335664,16,25,26,18,15,comete α=2 β=2,0.5776001970621237
2338633,16,27,11,39,7,comete α=2 β=2,0.5649686636585242
2350334,16,35,4,9,36,comete α=2 β=2,0.7918977390639386
2379636,17,2,4,27,50,comete α=2 β=2,0.5576732502477553
2381360,17,2,30,48,3,comete α=2 β=2,0.43358471737269416
2382057,17,2,46,33,2,comete α=2 β=2,0.39533118231361025
2407495,17,11,6,26,40,comete α=2 β=2,0.6531548790633506
2415524,17,14,8,61,0,comete α=2 β=2,0.4218204445336606
2417353,17,14,59,3,7,comete α=2 β=2,0.29977222791555574
2419032,17,15,29,21,18,comete α=2 β=2,0.6026099857659348
2422759,17,17,9,15,42,comete α=2 β=2,0.7258582248016536
2428828,17,20,0,17,46,comete α=2 β=2,0.7107450151408717
2430171,17,20,26,21,16,comete α=2 β=2,0.6051725888504722
2431513,17,21,10,37,15,comete α=2 β=2,0.6095003497089664
2456475,17,37,7,20,19,comete α=2 β=2,0.6439171189670377
2464740,17,46,1,11,25,comete α=2 β=2,0.6506593551605737
2466457,17,48,10,7,18,comete α=2 β=2,0.514614291761267
2467367,17,49,24,2,8,comete α=2 β=2,0.3223646704447316
2487249,18,3,41,8,30,comete α=2 β=2,0.6132489097527342
2496567,18,6,40,5,31,comete α=2 β=2,0.6288176378583746
2500282,18,8,1,16,57,comete α=2 β=2,0.5798537800405136
2521869,18,16,15,22,29,comete α=2 β=2,0.7389467040860558
2530523,18,20,15,22,25,comete α=2 β=2,0.7353470893093613
2547078,18,29,47,0,6,comete α=2 β=2,0.3522212970656673
2583643,19,3,4,28,46,comete α=2 β=2,0.6237151720728237
2589746,19,5,2,47,27,comete α=2 β=2,0.5503482268214667
2610994,19,12,39,20,10,comete α=2 β=2,0.48329056059693715
2627463,19,20,8,34,19,comete α=2 β=2,0.6695750485591777
2629537,19,21,11,7,42,comete α=2 β=2,0.7917303645409277
2668626,20,0,0,1,79,comete α=2 β=2,0.47581891841140617
2675558,20,2,4,62,12,comete α=2 β=2,0.44626081860160915
2715531,20,17,13,31,19,comete α=2 β=2,0.6883823465408144
2724137,20,21,32,27,0,comete α=2 β=2,0.5071712195477714
2725807,20,22,28,17,13,comete α=2 β=2,0.5784998810820392
2737175,20,30,1,44,5,comete α=2 β=2,0.5879776380107454
2762652,21,0,33,34,12,comete α=2 β=2,0.5467858498290712
2770990,21,3,14,16,46,comete α=2 β=2,0.7169905884331437
2781959,21,7,5,63,4,comete α=2 β=2,0.4565314749875642
2805797,21,17,6,48,8,comete α=2 β=2,0.5722819088614509
2816965,21,23,7,30,19,comete α=2 β=2,0.7115489378577213
2829750,21,32,6,11,30,comete α=2 β=2,0.8032516432156412
2829829,21,32,8,7,32,comete α=2 β=2,0.8153374378105593
2856765,22,2,21,51,4,comete α=2 β=2,0.5194308523648283
2896589,22,19,0,23,36,comete α=2 β=2,0.7983643978037999
2898272,22,19,44,12,3,comete α=2 β=2,0.41413599103112747
2942499,23,2,34,6,35,comete α=2 β=2,0.7346519010287442
2970495,23,13,41,9,14,comete α=2 β=2,0.5256907300997452
2978261,23,17,31,0,29,comete α=2 β=2,0.7391819048175938
2998482,23,31,8,12,26,comete α=2 β=2,0.7821851063592241
3024926,24,2,47,7,20,comete α=2 β=2,0.5506953347265399
3032196,24,5,22,42,7,comete α=2 β=2,0.5966815446472118
3035418,24,6,37,28,5,comete α=2 β=2,0.5337266586409779
3045143,24,10,40,12,14,comete α=2 β=2,0.5474459901236132
3057847,24,17,0,42,17,comete α=2 β=2,0.6696952474468084
3066922,24,22,11,7,36,comete α=2 β=2,0.8684874398063831
3085645,24,38,25,5,8,comete α=2 β=2,0.41085609909410803
3093710,24,55,5,9,7,comete α=2 β=2,0.2998055680644547
3103213,25,2,30,27,16,comete α=2 β=2,0.650632515856168
3125492,25,11,35,16,13,comete α=2 β=2,0.5868824049176317
3125708,25,11,43,20,1,comete α=2 β=2,0.47567630923897186
3135644,25,16,48,11,0,comete α=2 β=2,0.4167520770429
3137236,25,17,37,8,13,comete α=2 β=2,0.5473578721126461
3149105,25,25,20,0,30,comete α=2 β=2,0.8118481770099736
3163860,25,40,24,7,4,comete α=2 β=2,0.36624366638829703
3168155,25,49,4,6,16,comete α=2 β=2,0.4800297197779641
3177960,26,2,9,13,50,comete α=2 β=2,0.7934789585766266
3181671,26,3,28,6,37,comete α=2 β=2,0.8093432511157466
3182907,26,4,3,42,25,comete α=2 β=2,0.702929532477887
3182985,26,4,4,52,14,comete α=2 β=2,0.6105819845287549
3190292,26,7,2,46,19,comete α=2 β=2,0.6648716723982753
3200598,26,11,30,22,11,comete α=2 β=2,0.6209664085690909
3205351,26,14,3,31,26,comete α=2 β=2,0.792925893980178
3214377,26,19,7,11,37,comete α=2 β=2,0.8894750113587032
3229703,26,31,0,32,11,comete α=2 β=2,0.655327370512962
3233341,26,34,33,6,1,comete α=2 β=2,0.39407927417715527
3284019,27,17,34,0,22,comete α=2 β=2,0.679754845737957
3314502,27,59,2,2,10,comete α=2 β=2,0.3051899074688736
3318286,28,1,6,17,48,comete α=2 β=2,0.8295682501825635
3319282,28,1,23,27,21,comete α=2 β=2,0.7526984370282142
3329927,28,5,41,23,3,comete α=2 β=2,0.527063716651299
3352828,28,17,22,7,26,comete α=2 β=2,0.8166003312486505
3366329,28,27,30,4,11,comete α=2 β=2,0.5177818080706729
3368292,28,29,24,16,3,comete α=2 β=2,0.49537309403649216
3372184,28,34,4,18,16,comete α=2 β=2,0.6460892052441826
3381556,28,55,1,2,14,comete α=2 β=2,0.39921053257877925
3408717,29,11,17,27,16,comete α=2 β=2,0.7548846580316052
3413978,29,14,13,22,22,comete α=2 β=2,0.8234519905013468
3425764,29,22,7,35,7,comete α=2 β=2,0.6871052850120342
3449480,30,0,37,19,14,comete α=2 β=2,0.6208441966101438
3462008,30,6,3,25,36,comete α=2 β=2,0.8751211921241825
3465965,30,7,54,4,5,comete α=2 β=2,0.43460621322996645
3506047,30,44,0,5,21,comete α=2 β=2,0.6091645884826338
3506089,30,44,1,20,5,comete α=2 β=2,0.45706386249984654
3513737,31,1,28,2,38,comete α=2 β=2,0.8546084637386089
3523993,31,6,6,48,9,comete α=2 β=2,0.6859205638987976
3539061,31,14,11,20,24,comete α=2 β=2,0.8557099971864283
3554625,31,26,12,7,24,comete α=2 β=2,0.7936427478893959
3565601,31,42,15,10,2,comete α=2 β=2,0.35414250190642654
3570178,32,0,13,23,32,comete α=2 β=2,0.8858301975549879
3596495,32,13,18,5,32,comete α=2 β=2,0.9034617184871029
3615599,32,29,18,21,0,comete α=2 β=2,0.5427893494442795
3649780,33,11,23,0,33,comete α=2 β=2,0.8833994130040582
3655081,33,15,1,32,19,comete α=2 β=2,0.7986754080397165
3655985,33,15,23,23,6,comete α=2 β=2,0.636765777721361
3659655,33,18,11,29,9,comete α=2 β=2,0.7084081825939629
3671439,33,30,2,13,22,comete α=2 β=2,0.7489700577373894
3676974,33,39,9,13,6,comete α=2 β=2,0.42179669523992247
3696664,34,7,16,19,24,comete α=2 β=2,0.8565916855189837
3699324,34,8,46,10,2,comete α=2 β=2,0.4903651882500278
3712116,34,17,13,19,17,comete α=2 β=2,0.7584861161322886
3720254,34,24,27,9,6,comete α=2 β=2,0.4946806565029121
3730013,34,40,1,15,10,comete α=2 β=2,0.48532819101543856
3740685,35,3,10,39,13,comete α=2 β=2,0.7600164679097942
3765828,35,19,12,13,21,comete α=2 β=2,0.7919358055493123
3775714,35,30,13,19,3,comete α=2 β=2,0.5202019818662008
3785853,36,0,57,3,4,comete α=2 β=2,0.4579122830927615
3792948,36,4,19,25,16,comete α=2 β=2,0.7664767953026237
3834682,37,1,17,21,24,comete α=2 β=2,0.8498672308625878
3838006,37,3,5,16,39,comete α=2 β=2,0.9602774096133007
3882764,38,2,29,26,5,comete α=2 β=2,0.645729327992367
3912164,38,26,6,10,20,comete α=2 β=2,0.7181998224056236
3923182,39,1,2,22,36,comete α=2 β=2,0.9427289886686178
3929618,39,4,23,7,27,comete α=2 β=2,0.849999417461599
3934205,39,7,14,36,4,comete α=2 β=2,0.7256552743016181
3971951,40,5,6,25,24,comete α=2 β=2,0.8678088255643583
3999550,40,36,0,14,10,comete α=2 β=2,0.48680178400422164
4007833,41,3,1,4,51,comete α=2 β=2,0.9744032031368821
4010087,41,4,13,12,30,comete α=2 β=2,0.9165033494129983
4012867,41,6,5,46,2,comete α=2 β=2,0.7405424650157258
4030112,41,21,15,11,12,comete α=2 β=2,0.5747926435413964
4056527,42,10,32,9,7,comete α=2 β=2,0.5377906362687904
4063562,42,17,15,10,16,comete α=2 β=2,0.6585413850361359
4082725,43,3,45,9,0,comete α=2 β=2,0.5127769375896534
4084692,43,5,8,40,4,comete α=2 β=2,0.7433232036215639
4117872,44,4,28,1,23,comete α=2 β=2,0.753971327358086
4134830,44,21,8,6,21,comete α=2 β=2,0.7190629672962875
4140175,44,32,4,6,14,comete α=2 β=2,0.5120974347601427
4159006,45,12,8,6,29,comete α=2 β=2,0.8817894011897504
4202469,46,40,2,4,8,comete α=2 β=2,0.34621659113601033
4207821,47,3,8,31,11,comete α=2 β=2,0.7314985922486678
4237778,48,5,6,34,7,comete α=2 β=2,0.7196122726883634
4239022,48,6,8,27,11,comete α=2 β=2,0.6967661512890659
4248653,48,17,0,18,17,comete α=2 β=2,0.6844012290772687
4248691,48,17,1,20,14,comete α=2 β=2,0.6509305505635913
4258033,49,0,23,19,9,comete α=2 β=2,0.6002072651739637
4281970,50,0,1,44,5,comete α=2 β=2,0.7485267808599696
4303740,50,30,15,0,5,comete α=2 β=2,0.3335131184641055
4350496,53,1,39,2,5,comete α=2 β=2,0.4929530203018626
4370519,54,2,12,10,22,comete α=2 β=2,0.7155913791074329
4384561,54,26,4,4,12,comete α=2 β=2,0.42459029817990984
4407871,56,4,12,25,3,comete α=2 β=2,0.5702883456709771
4420135,57,0,9,14,20,comete α=2 β=2,0.6715107174662739
4436351,58,1,12,26,3,comete α=2 β=2,0.571793367770372
4441882,58,8,20,11,3,comete α=2 β=2,0.39689739106414595
4448681,58,30,0,5,7,comete α=2 β=2,0.3029838722715469
4459448,59,16,24,1,0,comete α=2 β=2,0.3494728862345768
4465085,60,3,7,4,26,comete α=2 β=2,0.7305307036649628
4475773,61,1,6,18,14,comete α=2 β=2,0.5625359700661664
4482294,61,12,6,5,16,comete α=2 β=2,0.5008068365710141
4503218,63,11,5,11,10,comete α=2 β=2,0.3951979749920032
4516861,65,1,10,15,9,comete α=2 β=2,0.42907595233553913
4581846,77,5,0,0,18,comete α=2 β=2,0.4431273487253685
