ID,1,2,3,4,5,Model,Polarization
1025090,6,9,20,10,55,ER α=1,0.40088
1030812,6,10,69,2,13,ER α=1,0.290532
1033477,6,11,38,42,3,ER α=1,0.27166
1066400,6,22,9,18,45,ER α=1,0.404124
1067201,6,22,23,14,35,ER α=1,0.3571
1147462,7,3,12,36,42,ER α=1,0.312612
1157642,7,5,43,37,8,ER α=1,0.271176
1195453,7,16,21,19,37,ER α=1,0.340066
1215202,7,23,20,2,48,ER α=1,0.48016
1241425,7,35,27,7,24,ER α=1,0.351612
1262530,7,51,15,14,13,ER α=1,0.33131
1278470,8,0,29,13,50,ER α=1,0.402404
1287833,8,2,43,8,39,ER α=1,0.417996
1293063,8,3,82,3,4,ER α=1,0.219352
1294362,8,4,15,36,37,ER α=1,0.31056
1296972,8,4,73,7,8,ER α=1,0.262188
1324139,8,12,20,9,51,ER α=1,0.416324
1325645,8,12,54,2,24,ER α=1,0.36456
1350331,8,21,8,26,37,ER α=1,0.367128
1351091,8,21,21,32,18,ER α=1,0.288192
1358996,8,24,28,16,24,ER α=1,0.309632
1385026,8,37,32,5,18,ER α=1,0.323052
1398814,8,48,11,8,25,ER α=1,0.419352
1408113,8,60,2,12,18,ER α=1,0.425792
1411278,8,66,20,1,5,ER α=1,0.248432
1436127,9,5,13,13,60,ER α=1,0.399764
1494622,9,24,11,44,12,ER α=1,0.329344
1494973,9,24,18,17,32,ER α=1,0.350632
1522085,9,38,29,20,4,ER α=1,0.272584
1535051,9,49,17,21,4,ER α=1,0.30114
1540188,9,55,36,0,0,ER α=1,0.24102
1540909,9,57,1,19,14,ER α=1,0.407468
1573300,10,6,11,24,49,ER α=1,0.36374
1595916,10,12,54,10,14,ER α=1,0.293088
1611288,10,18,5,67,0,ER α=1,0.39252
1624703,10,23,17,32,18,ER α=1,0.301648
1653231,10,38,26,22,4,ER α=1,0.279008
1658490,10,42,24,24,0,ER α=1,0.289872
1668411,10,52,25,5,8,ER α=1,0.27984
1705927,11,7,9,15,58,ER α=1,0.4158
1706896,11,7,23,39,20,ER α=1,0.2927
1707485,11,7,34,23,25,ER α=1,0.309144
1708665,11,7,76,6,0,ER α=1,0.232856
1716095,11,10,9,0,70,ER α=1,0.525
1720386,11,11,26,6,46,ER α=1,0.43348
1723704,11,12,29,37,11,ER α=1,0.280574
1739085,11,17,62,4,6,ER α=1,0.271636
1748590,11,21,33,25,10,ER α=1,0.268508
1755310,11,24,27,24,14,ER α=1,0.278392
1765832,11,29,36,6,18,ER α=1,0.311608
1773985,11,34,18,15,22,ER α=1,0.333396
1782766,11,40,22,26,1,ER α=1,0.296616
1796449,11,55,7,24,3,ER α=1,0.340982
1796822,11,55,31,1,2,ER α=1,0.246804
1805473,12,0,18,53,17,ER α=1,0.312868
1819569,12,4,1,23,60,ER α=1,0.4109
1819984,12,4,6,28,50,ER α=1,0.3808
1834960,12,8,19,17,44,ER α=1,0.380484
1835262,12,8,24,19,37,ER α=1,0.352508
1867917,12,19,42,22,5,ER α=1,0.264148
1870522,12,20,49,16,3,ER α=1,0.259664
1887192,12,28,31,21,8,ER α=1,0.269156
1933696,13,2,5,76,4,ER α=1,0.349448
1937877,13,3,11,56,17,ER α=1,0.32929
1940673,13,4,0,77,6,ER α=1,0.366044
1955536,13,8,16,0,63,ER α=1,0.532912
2005228,13,28,1,52,6,ER α=1,0.42488
2009750,13,30,21,26,10,ER α=1,0.290372
2044370,14,0,18,21,47,ER α=1,0.399388
2060978,14,4,61,15,6,ER α=1,0.293432
2133372,14,36,6,7,37,ER α=1,0.493892
2138623,14,40,13,14,19,ER α=1,0.343704
2144063,14,45,28,9,4,ER α=1,0.261964
2170226,15,3,45,15,22,ER α=1,0.34932
2172939,15,4,29,15,37,ER α=1,0.389058
2176276,15,5,28,31,21,ER α=1,0.313808
2183457,15,7,44,11,23,ER α=1,0.3493
2186363,15,8,38,26,13,ER α=1,0.294472
2206840,15,16,3,37,29,ER α=1,0.37933
2212171,15,18,10,40,17,ER α=1,0.33668
2241287,15,33,36,8,8,ER α=1,0.273292
2251529,15,42,12,11,20,ER α=1,0.358144
2275145,16,2,23,28,31,ER α=1,0.353372
2300062,16,10,14,22,38,ER α=1,0.377792
2319790,16,17,58,8,1,ER α=1,0.275832
2350665,16,35,12,0,37,ER α=1,0.507788
2350715,16,35,13,12,24,ER α=1,0.365548
2360103,16,44,5,18,17,ER α=1,0.373272
2362831,16,47,15,15,7,ER α=1,0.292988
2375708,17,0,70,12,1,ER α=1,0.305008
2399199,17,8,9,56,10,ER α=1,0.374232
2415218,17,14,4,13,52,ER α=1,0.497208
2416741,17,14,33,28,8,ER α=1,0.289448
2441884,17,26,39,12,6,ER α=1,0.271216
2445749,17,29,8,26,20,ER α=1,0.353552
2482590,18,2,15,20,45,ER α=1,0.42866
2527895,18,19,5,4,54,ER α=1,0.57652
2535403,18,22,46,2,12,ER α=1,0.316544
2541985,18,26,25,28,3,ER α=1,0.295844
2556817,18,37,21,16,8,ER α=1,0.283492
2575859,19,0,40,18,23,ER α=1,0.375712
2577976,19,1,16,56,8,ER α=1,0.383676
2656412,19,41,3,8,29,ER α=1,0.469014
2695960,20,9,3,65,3,ER α=1,0.459504
2742350,20,34,6,1,39,ER α=1,0.551896
2773697,21,4,9,59,7,ER α=1,0.423774
2774149,21,4,17,3,55,ER α=1,0.570654
2781848,21,7,4,21,47,ER α=1,0.482576
2786136,21,8,34,7,30,ER α=1,0.412832
2803800,21,16,8,10,45,ER α=1,0.498688
2816802,21,23,4,23,29,ER α=1,0.411036
2834072,21,36,4,16,23,ER α=1,0.402416
2836817,21,39,2,11,27,ER α=1,0.451408
2849120,22,0,0,54,24,ER α=1,0.469104
2855087,22,1,57,11,9,ER α=1,0.36332
2877562,22,10,4,61,3,ER α=1,0.468464
2883609,22,12,31,5,30,ER α=1,0.415144
2916624,22,32,16,30,0,ER α=1,0.333424
2923878,22,40,4,2,32,ER α=1,0.516048
2933734,22,64,1,13,0,ER α=1,0.2846
2940194,23,1,54,0,22,ER α=1,0.467964
2947156,23,4,13,26,34,ER α=1,0.420612
2949415,23,5,5,39,28,ER α=1,0.430132
2959226,23,8,52,6,11,ER α=1,0.354128
2967487,23,12,18,22,25,ER α=1,0.36044
2973081,23,15,3,29,30,ER α=1,0.426924
2973699,23,15,14,42,6,ER α=1,0.37328
2996947,23,30,0,1,46,ER α=1,0.648896
3006385,23,39,15,19,4,ER α=1,0.29822
3011263,23,47,6,2,22,ER α=1,0.424944
3026091,24,3,11,7,55,ER α=1,0.587876
3054360,24,15,6,42,13,ER α=1,0.40362
3061669,24,19,4,38,15,ER α=1,0.402776
3118036,25,8,18,4,45,ER α=1,0.543216
3118169,25,8,20,38,9,ER α=1,0.368464
3159573,25,35,5,18,17,ER α=1,0.37257
3167261,25,47,1,26,1,ER α=1,0.376794
3208219,26,15,24,24,11,ER α=1,0.324676
3236629,26,39,6,13,16,ER α=1,0.363284
3240163,26,45,10,17,2,ER α=1,0.302648
3259796,27,5,34,15,19,ER α=1,0.381364
3266923,27,8,41,2,22,ER α=1,0.4297
3311129,27,46,1,10,16,ER α=1,0.391844
3335540,28,8,13,2,49,ER α=1,0.61944
3386982,29,1,29,25,16,ER α=1,0.399692
3429832,29,25,20,6,20,ER α=1,0.36548
3432282,29,27,36,7,1,ER α=1,0.294884
3434420,29,30,4,2,35,ER α=1,0.550448
3434603,29,30,9,5,27,ER α=1,0.443334
3445645,29,50,9,7,5,ER α=1,0.286418
3450916,30,1,13,28,28,ER α=1,0.468428
3467696,30,8,37,15,10,ER α=1,0.35716
3470650,30,10,11,49,0,ER α=1,0.47992
3495904,30,28,10,13,19,ER α=1,0.372164
3511243,31,0,27,8,34,ER α=1,0.531128
3511651,31,0,37,31,1,ER α=1,0.420506
3543848,31,17,16,19,17,ER α=1,0.363384
3548648,31,21,2,40,6,ER α=1,0.457836
3559637,31,32,5,1,31,ER α=1,0.522662
3573305,32,1,28,28,11,ER α=1,0.413172
3574179,32,2,1,15,50,ER α=1,0.667484
3581853,32,5,20,32,11,ER α=1,0.408668
3595018,32,12,22,13,21,ER α=1,0.3923
3599676,32,15,20,15,18,ER α=1,0.3695
3606685,32,20,29,4,15,ER α=1,0.357568
3607037,32,21,3,5,39,ER α=1,0.587448
3623420,32,43,9,7,9,ER α=1,0.315784
3645366,33,9,2,8,48,ER α=1,0.670564
3658753,33,17,24,0,26,ER α=1,0.456972
3666296,33,24,5,35,3,ER α=1,0.427222
3668282,33,26,7,22,12,ER α=1,0.373292
3669662,33,27,28,2,10,ER α=1,0.32776
3674963,33,35,9,16,7,ER α=1,0.328106
3688134,34,3,4,19,40,ER α=1,0.598124
3697861,34,8,3,52,3,ER α=1,0.558456
3700813,34,9,33,22,2,ER α=1,0.369912
3704541,34,12,3,14,37,ER α=1,0.562688
3706507,34,13,12,20,21,ER α=1,0.415988
3727486,34,34,15,16,1,ER α=1,0.3061
3730123,34,40,6,5,15,ER α=1,0.37046
3752141,35,9,18,36,2,ER α=1,0.432676
3762437,35,16,19,17,13,ER α=1,0.361314
3764584,35,18,10,8,29,ER α=1,0.479624
3776923,35,32,11,3,19,ER α=1,0.395206
3792777,36,4,15,32,13,ER α=1,0.452784
3805466,36,12,1,2,49,ER α=1,0.749704
3810537,36,15,26,16,7,ER α=1,0.346664
3816859,36,21,9,33,1,ER α=1,0.419172
3827989,36,37,26,0,1,ER α=1,0.284856
3851711,37,11,11,12,29,ER α=1,0.496986
3854604,37,13,14,1,35,ER α=1,0.574352
3866132,37,24,5,16,18,ER α=1,0.4146
3942639,39,13,17,17,14,ER α=1,0.394348
3961768,39,44,13,2,2,ER α=1,0.271572
3965142,40,1,8,49,2,ER α=1,0.601772
3967216,40,2,14,10,34,ER α=1,0.598688
3978877,40,9,34,13,4,ER α=1,0.381464
3980401,40,11,0,40,9,ER α=1,0.54546
3995328,40,27,0,7,26,ER α=1,0.516876
4033942,41,27,6,23,3,ER α=1,0.38196
4042801,42,1,14,29,14,ER α=1,0.50728
4046098,42,3,13,33,9,ER α=1,0.500772
4052162,42,7,15,20,16,ER α=1,0.452868
4059558,42,13,14,30,1,ER α=1,0.4341
4064733,42,18,30,8,2,ER α=1,0.340672
4072320,42,31,4,3,20,ER α=1,0.44666
4104966,43,26,20,9,2,ER α=1,0.3132
4117885,44,4,28,14,10,ER α=1,0.436464
4123200,44,8,29,10,9,ER α=1,0.407824
4153531,45,7,11,16,21,ER α=1,0.503914
4209843,47,4,32,3,14,ER α=1,0.482012
4244427,48,11,17,22,2,ER α=1,0.417192
4246685,48,14,7,22,9,ER α=1,0.444428
4248617,48,16,31,3,2,ER α=1,0.359636
4260459,49,2,16,4,29,ER α=1,0.634368
4287841,50,4,29,7,10,ER α=1,0.456992
4292930,50,9,34,6,1,ER α=1,0.39838
4306936,51,1,7,38,3,ER α=1,0.614678
4307961,51,2,3,19,25,ER α=1,0.64505
4340016,52,13,6,25,4,ER α=1,0.463888
4358082,53,10,3,25,9,ER α=1,0.512962
4359102,53,11,13,12,11,ER α=1,0.432818
4437593,58,2,30,8,2,ER α=1,0.44832
4446336,58,18,5,15,4,ER α=1,0.391592
4467493,60,6,22,8,4,ER α=1,0.4156
4500057,63,4,18,2,13,ER α=1,0.494088
4513947,64,15,4,14,3,ER α=1,0.389416
4519473,65,6,4,8,17,ER α=1,0.555152
4521404,65,11,0,18,6,ER α=1,0.473872
4535270,67,6,4,3,20,ER α=1,0.59116
4569331,73,8,9,6,4,ER α=1,0.3545
4572496,74,5,7,12,2,ER α=1,0.392096
