ID,1,2,3,4,5,Model,Polarization
1717749,11,10,38,1,40,ER α=0.5,0.5606864484469937
1721256,11,11,46,6,26,ER α=0.5,0.47397022419914414
1728699,11,14,11,23,41,ER α=0.5,0.5078350114572786
1757170,11,25,19,40,5,ER α=0.5,0.426640637906497
1791384,11,48,20,7,14,ER α=0.5,0.421946110726755
1803537,11,77,1,8,3,ER α=0.5,0.2482732800811618
1843522,12,11,2,71,4,ER α=0.5,0.39690524045777903
1865894,12,19,1,8,60,ER α=0.5,0.6069047065065273
1866101,12,19,4,11,54,ER α=0.5,0.5894018548623212
1921557,12,61,6,8,13,ER α=0.5,0.4135991857789456
1976554,13,15,17,38,17,ER α=0.5,0.4514313307124527
1984008,13,18,10,57,2,ER α=0.5,0.44101853926209034
1984653,13,18,23,0,46,ER α=0.5,0.6175563756052201
1999816,13,25,9,29,24,ER α=0.5,0.5130764051288143
2028008,13,44,6,3,34,ER α=0.5,0.6284775708710184
2030444,13,46,25,2,14,ER α=0.5,0.42087202948555447
2052341,14,2,25,11,48,ER α=0.5,0.5477287920971631
2064472,14,5,65,6,10,ER α=0.5,0.35916756239765474
2090962,14,14,35,27,10,ER α=0.5,0.41319506150363106
2104244,14,20,2,5,59,ER α=0.5,0.6455400717269327
2120461,14,27,50,6,3,ER α=0.5,0.334390222544621
2169474,15,3,29,7,46,ER α=0.5,0.5743538114849674
2173217,15,4,34,38,9,ER α=0.5,0.4189574417919282
2187275,15,9,1,41,34,ER α=0.5,0.514308058192507
2191344,15,10,17,28,30,ER α=0.5,0.499065578547663
2195617,15,11,50,6,18,ER α=0.5,0.44535323263473947
2199646,15,13,14,4,54,ER α=0.5,0.609310496624153
2222659,15,23,1,40,21,ER α=0.5,0.5375430915534537
2246190,15,37,19,19,10,ER α=0.5,0.43271174748589736
2247508,15,38,23,21,3,ER α=0.5,0.39571597041876666
2253838,15,44,31,9,1,ER α=0.5,0.3316533010597374
2296350,16,9,2,44,29,ER α=0.5,0.5115053026749828
2306522,16,12,31,18,23,ER α=0.5,0.4844844501610817
2309948,16,13,59,4,8,ER α=0.5,0.3669296206204795
2322658,16,19,8,43,14,ER α=0.5,0.49010112749817575
2331849,16,23,25,32,4,ER α=0.5,0.42854885971774886
2356388,16,40,9,3,32,ER α=0.5,0.6105786068019462
2364984,16,50,20,13,1,ER α=0.5,0.3419378202844503
2383866,17,3,16,0,64,ER α=0.5,0.6217882515387796
2391168,17,5,29,32,17,ER α=0.5,0.46389067754369595
2468462,17,51,17,11,4,ER α=0.5,0.3530200835890787
2492670,18,5,22,4,51,ER α=0.5,0.6216754387873589
2505764,18,9,64,3,6,ER α=0.5,0.35838031355464506
2571279,18,60,14,7,1,ER α=0.5,0.2877234362546833
2578918,19,1,33,29,18,ER α=0.5,0.48834970382697224
2585595,19,3,37,33,8,ER α=0.5,0.4458922833022347
2608571,19,11,42,21,7,ER α=0.5,0.41771327024603805
2629789,19,21,16,19,25,ER α=0.5,0.5315415240985836
2637165,19,25,22,26,8,ER α=0.5,0.448643995958257
2638851,19,26,24,14,17,ER α=0.5,0.4778541489662344
2649707,19,34,17,2,28,ER α=0.5,0.5747874576620375
2672953,20,1,13,45,21,ER α=0.5,0.5090322913185492
2685593,20,5,17,7,51,ER α=0.5,0.6277460732677891
2737525,20,30,9,22,19,ER α=0.5,0.5270017121413383
2743408,20,35,4,20,21,ER α=0.5,0.5549391388944118
2747317,20,39,1,13,27,ER α=0.5,0.6057063770134363
2762713,21,0,35,2,42,ER α=0.5,0.656498782170349
2797696,21,13,17,21,28,ER α=0.5,0.5485131197383624
2802842,21,15,35,1,28,ER α=0.5,0.5719775825724049
2808772,21,18,28,12,21,ER α=0.5,0.5085677509507835
2817533,21,23,20,26,10,ER α=0.5,0.46857961044280017
2836582,21,38,25,10,6,ER α=0.5,0.3907453148110269
2864149,22,5,0,63,10,ER α=0.5,0.52601520404486
2891008,22,16,4,56,2,ER α=0.5,0.5300637895419842
2923953,22,40,6,8,24,ER α=0.5,0.5652730575429453
2933957,22,66,2,1,9,ER α=0.5,0.3400926968191296
2946494,23,4,3,29,41,ER α=0.5,0.6128487791223833
2953513,23,6,31,24,16,ER α=0.5,0.5016294867322687
2958604,23,8,30,33,6,ER α=0.5,0.4698378273371774
2959002,23,8,42,17,10,ER α=0.5,0.4549442874833024
2964721,23,11,9,2,55,ER α=0.5,0.7043221836133865
2992260,23,26,11,1,39,ER α=0.5,0.6774285706716655
2993718,23,27,13,13,24,ER α=0.5,0.5532635356589783
2995527,23,28,30,16,3,ER α=0.5,0.40621930804475986
3003876,23,36,16,22,3,ER α=0.5,0.43024964591011083
3039239,24,8,12,7,49,ER α=0.5,0.6716034128031779
3043070,24,9,50,10,7,ER α=0.5,0.4266802735489518
3060916,24,18,28,7,23,ER α=0.5,0.5399964009087406
3081531,24,34,2,11,29,ER α=0.5,0.6270659412989792
3088852,24,43,13,3,17,ER α=0.5,0.48402360522584564
3091098,24,47,22,4,3,ER α=0.5,0.3370391980800378
3118174,25,8,20,43,4,ER α=0.5,0.5034070695505058
3119035,25,8,45,4,18,ER α=0.5,0.5176030154842961
3132314,25,15,5,29,26,ER α=0.5,0.593325221455209
3149472,25,25,35,7,8,ER α=0.5,0.4232434751996881
3156681,25,32,3,31,9,ER α=0.5,0.5309570298129528
3168748,25,50,19,0,6,ER α=0.5,0.3495141523124967
3180248,26,3,3,8,60,ER α=0.5,0.7117974955772035
3189744,26,6,42,11,15,ER α=0.5,0.5031890962762865
3200112,26,11,18,22,23,ER α=0.5,0.5583930739367144
3207738,26,15,13,5,41,ER α=0.5,0.6748858643267229
3235626,26,37,25,5,7,ER α=0.5,0.39772946241369167
3241855,26,49,14,7,4,ER α=0.5,0.35149483103119544
3258384,27,5,5,53,10,ER α=0.5,0.5668094735001017
3283956,27,17,31,12,13,ER α=0.5,0.4826348568487194
3308931,27,41,11,17,4,ER α=0.5,0.4193519196937341
3315975,28,0,12,14,46,ER α=0.5,0.6930440088464226
3334811,28,8,0,40,24,ER α=0.5,0.6316183468898595
3338077,28,9,21,27,15,ER α=0.5,0.5347724771307439
3348498,28,15,0,42,15,ER α=0.5,0.6051063517342242
3357478,28,20,25,12,15,ER α=0.5,0.4997013274505066
3406831,29,10,18,32,11,ER α=0.5,0.5327629730342684
3408732,29,11,17,42,1,ER α=0.5,0.5295925046210085
3409544,29,11,45,0,15,ER α=0.5,0.5179874673779903
3422324,29,19,26,6,20,ER α=0.5,0.54017177387979
3432363,29,28,0,43,0,ER α=0.5,0.5789718432531282
3443012,29,43,0,7,21,ER α=0.5,0.5716665089002536
3458913,30,4,30,36,0,ER α=0.5,0.5190033715223119
3460326,30,5,12,20,33,ER α=0.5,0.6471223828308509
3461283,30,5,34,20,11,ER α=0.5,0.5157188007687783
3462124,30,6,5,18,41,ER α=0.5,0.6932427108443774
3470186,30,10,3,21,36,ER α=0.5,0.6777438850804589
3499635,30,32,20,9,9,ER α=0.5,0.43924967008573257
3523829,31,6,4,3,56,ER α=0.5,0.7929667836374436
3526790,31,7,21,21,20,ER α=0.5,0.575221579294833
3532244,31,10,13,26,20,ER α=0.5,0.5845448482730092
3535732,31,12,11,33,13,ER α=0.5,0.563571117319407
3546039,31,19,2,28,20,ER α=0.5,0.6134710292128268
3548399,31,20,35,8,6,ER α=0.5,0.4360822350597954
3554221,31,26,1,21,21,ER α=0.5,0.6098272184006568
3569132,31,60,1,6,2,ER α=0.5,0.3013389940703298
3582867,32,6,0,56,6,ER α=0.5,0.629077517034031
3629360,33,1,8,15,43,ER α=0.5,0.7353791520251981
3652596,33,13,12,31,11,ER α=0.5,0.5573737462209145
3697517,34,7,45,2,12,ER α=0.5,0.5195032788314647
3701502,34,10,7,8,41,ER α=0.5,0.735638165747564
3705797,34,12,40,12,2,ER α=0.5,0.44761377000498737
3716337,34,21,0,8,37,ER α=0.5,0.7385011587610132
3719584,34,24,3,23,16,ER α=0.5,0.5818835332269138
3720984,34,25,18,0,23,ER α=0.5,0.5891459384697691
3735585,35,0,44,2,19,ER α=0.5,0.6139749266342136
3744974,35,5,17,43,0,ER α=0.5,0.5785576461360655
3746143,35,6,3,45,11,ER α=0.5,0.6351801114279593
3754337,35,10,39,9,7,ER α=0.5,0.47833098506750926
3771842,35,25,12,16,12,ER α=0.5,0.5095913543435715
3779397,35,37,5,16,7,ER α=0.5,0.46163697921402164
3804428,36,11,10,7,36,ER α=0.5,0.7135526113039694
3840854,37,4,26,33,0,ER α=0.5,0.5523928476550984
3864552,37,22,10,15,16,ER α=0.5,0.5505267839790707
3872774,37,34,13,16,0,ER α=0.5,0.4148140222294929
3892580,38,8,15,34,5,ER α=0.5,0.5686144741552798
3938063,39,10,2,14,35,ER α=0.5,0.7430356145297449
3951586,39,22,8,24,7,ER α=0.5,0.5250176000228879
3953406,39,24,18,5,14,ER α=0.5,0.5043414414333702
3953825,39,25,6,7,23,ER α=0.5,0.6083378425769025
3968991,40,3,14,29,14,ER α=0.5,0.6225474944066905
3971748,40,5,2,32,21,ER α=0.5,0.6940549114854057
3997804,40,31,12,9,8,ER α=0.5,0.44295497072046863
4011392,41,5,7,7,40,ER α=0.5,0.7897891654394956
4014304,41,7,5,3,44,ER α=0.5,0.8287731189900346
4016709,41,8,35,7,9,ER α=0.5,0.5122644197941203
4030357,41,21,30,1,7,ER α=0.5,0.4481244260773413
4039024,41,41,4,3,11,ER α=0.5,0.4386132100611188
4073116,42,33,5,1,19,ER α=0.5,0.5535630176470504
4081598,43,3,7,3,44,ER α=0.5,0.848696351248885
4098230,43,17,1,39,0,ER α=0.5,0.6150713800922896
4107307,43,32,3,17,5,ER α=0.5,0.4668822727336522
4115223,44,2,44,9,1,ER α=0.5,0.49686894773564966
4127210,44,12,10,20,14,ER α=0.5,0.5856934549693404
4129110,44,14,7,20,15,ER α=0.5,0.5943470667386143
4131361,44,16,23,12,5,ER α=0.5,0.4685027729191245
4141041,44,35,3,2,16,ER α=0.5,0.5150062738993231
4151868,45,6,2,13,34,ER α=0.5,0.7786678146398367
4207558,47,3,2,47,1,ER α=0.5,0.6981176863157115
4221111,47,16,4,9,24,ER α=0.5,0.6568973989659788
4227265,47,27,3,5,18,ER α=0.5,0.5607306448224526
4266812,49,8,2,30,11,ER α=0.5,0.6503235627270841
4273347,49,15,23,13,0,ER α=0.5,0.4473584490558068
4295144,50,12,15,23,0,ER α=0.5,0.5129980545044976
4321341,51,17,21,2,9,ER α=0.5,0.46717387446533853
4326432,51,33,0,0,16,ER α=0.5,0.5196395689978096
4331967,52,3,37,1,7,ER α=0.5,0.5243269383904725
4347026,52,30,8,6,4,ER α=0.5,0.3751947807358046
4360813,53,14,3,28,2,ER α=0.5,0.5617784519697939
4362439,53,17,2,8,20,ER α=0.5,0.6177156690785576
4385202,54,29,5,12,0,ER α=0.5,0.3800157097879637
4394217,55,8,19,0,18,ER α=0.5,0.6032838480946503
4401387,55,23,7,1,14,ER α=0.5,0.495020999325487
4402092,55,26,4,12,3,ER α=0.5,0.4089890876747736
4409532,56,6,13,2,23,ER α=0.5,0.6699082302991969
4423457,57,3,38,2,0,ER α=0.5,0.4636991231504008
4427369,57,9,6,3,25,ER α=0.5,0.6881003722198646
4434924,57,40,0,3,0,ER α=0.5,0.2710255527371853
4447719,58,23,7,9,3,ER α=0.5,0.3851185004962766
4448960,58,33,7,0,2,ER α=0.5,0.2938964425640754
4450836,59,1,30,7,3,ER α=0.5,0.49439325885496194
4454962,59,7,12,3,19,ER α=0.5,0.612539247872653
4459742,59,17,17,3,4,ER α=0.5,0.3893473893407937
4469818,60,11,2,3,24,ER α=0.5,0.6752813262119355
4506809,64,0,2,0,34,ER α=0.5,0.8752566780591183
4546053,69,0,10,12,9,ER α=0.5,0.5356596793204504
4585907,79,1,11,2,7,ER α=0.5,0.37902618301570784
